Operation_Type,Operation,Input_Shapes,Predicted_result,Kernel_Name,Actual_Duration_us,Error_Percentage
matmul,linear,"[(1792, 1664), (1664, 1536)]",339144,matmul_linear_3262,89.4319911,379120.00374651165
matmul,linear,"[(1920, 1664), (1664, 1536)]",359112,matmul_linear_3263,94.26586590000002,380856.5600139466
matmul,linear,"[(2048, 1664), (1664, 1536)]",379080,matmul_linear_3264,99.08144640000002,382494.3340286158
matmul,linear,"[(128, 1664), (1664, 1664)]",26598,matmul_linear_3265,16.023294500000002,165895.82563997683
matmul,linear,"[(256, 1664), (1664, 1664)]",53196,matmul_linear_3266,30.2296876,175872.70836500477
matmul,linear,"[(384, 1664), (1664, 1664)]",79794,matmul_linear_3267,34.2470179,232895.46907411172
matmul,linear,"[(512, 1664), (1664, 1664)]",106392,matmul_linear_3268,38.2258752,278224.5627296978
matmul,linear,"[(640, 1664), (1664, 1664)]",132990,matmul_linear_3269,55.4447054,239760.59451584716
matmul,linear,"[(768, 1664), (1664, 1664)]",159588,matmul_linear_3270,58.242991200000006,273903.7843386038
matmul,linear,"[(896, 1664), (1664, 1664)]",186186,matmul_linear_3271,69.8884375,266304.58230304555
matmul,linear,"[(1024, 1664), (1664, 1664)]",212784,matmul_linear_3272,73.5235626,289309.26211320446
matmul,linear,"[(1152, 1664), (1664, 1664)]",239382,matmul_linear_3273,85.85297320000001,278727.8507750038
matmul,linear,"[(1280, 1664), (1664, 1664)]",265980,matmul_linear_3274,81.0551516,328046.94038521795
matmul,linear,"[(1408, 1664), (1664, 1664)]",292578,matmul_linear_3275,110.6141159,264403.31191409903
matmul,linear,"[(1536, 1664), (1664, 1664)]",319176,matmul_linear_3276,113.4041607,281349.99092612654
matmul,linear,"[(1664, 1664), (1664, 1664)]",345774,matmul_linear_3277,78.138134,442416.3262793043
matmul,linear,"[(1792, 1664), (1664, 1664)]",367406,matmul_linear_3278,82.5767322,444826.7853202842
matmul,linear,"[(1920, 1664), (1664, 1664)]",389038,matmul_linear_3279,87.5514196,444253.73152989976
matmul,linear,"[(2048, 1664), (1664, 1664)]",410670,matmul_linear_3280,92.01458949999999,446209.6583178259
matmul,linear,"[(128, 1664), (1664, 1792)]",28262,matmul_linear_3281,16.0857319,175596.077590352
matmul,linear,"[(256, 1664), (1664, 1792)]",56524,matmul_linear_3282,30.237651500000005,186832.5069772697
matmul,linear,"[(384, 1664), (1664, 1792)]",84786,matmul_linear_3283,34.49340159999999,245703.53362423967
matmul,linear,"[(512, 1664), (1664, 1792)]",113048,matmul_linear_3284,38.2843124,295185.4391607148
matmul,linear,"[(640, 1664), (1664, 1792)]",141310,matmul_linear_3285,42.44559829999999,332820.268908072
matmul,linear,"[(768, 1664), (1664, 1792)]",169572,matmul_linear_3286,66.2924286,255693.91731622277
matmul,linear,"[(896, 1664), (1664, 1792)]",197834,matmul_linear_3287,69.9539821,282705.9162053049
matmul,linear,"[(1024, 1664), (1664, 1792)]",226096,matmul_linear_3288,73.54483050000002,307326.09434663114
matmul,linear,"[(1152, 1664), (1664, 1792)]",254358,matmul_linear_3289,77.32783930000001,328834.57557141385
matmul,linear,"[(1280, 1664), (1664, 1792)]",282620,matmul_linear_3290,81.1505624,348166.2247082591
matmul,linear,"[(1408, 1664), (1664, 1792)]",310882,matmul_linear_3291,84.83187509999999,366368.3818830265
matmul,linear,"[(1536, 1664), (1664, 1792)]",339144,matmul_linear_3292,89.15172320000002,380312.1645962755
matmul,linear,"[(1664, 1664), (1664, 1792)]",367406,matmul_linear_3293,93.0061694,394934.00943206676
matmul,linear,"[(1792, 1664), (1664, 1792)]",395668,matmul_linear_3294,190.2933127,207825.33084111894
matmul,linear,"[(1920, 1664), (1664, 1792)]",418964,matmul_linear_3295,213.56386619999998,196077.3812465285
matmul,linear,"[(2048, 1664), (1664, 1792)]",442260,matmul_linear_3296,226.2382948,195384.1466565014
matmul,linear,"[(128, 1664), (1664, 1920)]",29926,matmul_linear_3297,19.6604108,152114.52035986958
matmul,linear,"[(256, 1664), (1664, 1920)]",59852,matmul_linear_3298,33.5454373,178320.68793063547
matmul,linear,"[(384, 1664), (1664, 1920)]",89778,matmul_linear_3299,38.5494376,232790.55713746653
matmul,linear,"[(512, 1664), (1664, 1920)]",119704,matmul_linear_3300,43.5400091,274828.7436414431
matmul,linear,"[(640, 1664), (1664, 1920)]",149630,matmul_linear_3301,48.480303500000005,308540.80708570644
matmul,linear,"[(768, 1664), (1664, 1920)]",179556,matmul_linear_3302,53.5408752,335262.46714173997
matmul,linear,"[(896, 1664), (1664, 1920)]",209482,matmul_linear_3303,58.6897323,356831.2583148381
matmul,linear,"[(1024, 1664), (1664, 1920)]",239408,matmul_linear_3304,83.8912856,285278.86657443235
matmul,linear,"[(1152, 1664), (1664, 1920)]",269334,matmul_linear_3305,88.6856873,303595.0022035856
matmul,linear,"[(1280, 1664), (1664, 1920)]",299260,matmul_linear_3306,93.31788379999998,320588.7981315325
matmul,linear,"[(1408, 1664), (1664, 1920)]",329186,matmul_linear_3307,98.06359810000001,335586.2346253232
matmul,linear,"[(1536, 1664), (1664, 1920)]",359112,matmul_linear_3308,102.8784552,348964.339372001
matmul,linear,"[(1664, 1664), (1664, 1920)]",389038,matmul_linear_3309,107.69256250000001,361148.71668830427
matmul,linear,"[(1792, 1664), (1664, 1920)]",418964,matmul_linear_3310,112.3905445,372675.1314524506
matmul,linear,"[(1920, 1664), (1664, 1920)]",448890,matmul_linear_3311,121.0714374,370664.5747336275
matmul,linear,"[(2048, 1664), (1664, 1920)]",473850,matmul_linear_3312,159.1537232,297631.01783144457
matmul,linear,"[(128, 1664), (1664, 2048)]",31590,matmul_linear_3313,19.670124899999998,160498.87855618043
matmul,linear,"[(256, 1664), (1664, 2048)]",63180,matmul_linear_3314,26.1452499,241550.01383291424
matmul,linear,"[(384, 1664), (1664, 2048)]",94770,matmul_linear_3315,42.67156249999999,221991.70334458695
matmul,linear,"[(512, 1664), (1664, 2048)]",126360,matmul_linear_3316,48.67401759999999,259504.62322715684
matmul,linear,"[(640, 1664), (1664, 2048)]",157950,matmul_linear_3317,54.566312399999994,289364.3105844184
matmul,linear,"[(768, 1664), (1664, 2048)]",189540,matmul_linear_3318,60.197741099999995,314762.31299798726
matmul,linear,"[(896, 1664), (1664, 2048)]",221130,matmul_linear_3319,66.0197498,334845.2257391015
matmul,linear,"[(1024, 1664), (1664, 2048)]",252720,matmul_linear_3320,82.6848661,305542.38889176847
matmul,linear,"[(1152, 1664), (1664, 2048)]",284310,matmul_linear_3321,86.66901769999998,327941.10112811404
matmul,linear,"[(1280, 1664), (1664, 2048)]",315900,matmul_linear_3322,90.82654480000001,347705.8101798451
matmul,linear,"[(1408, 1664), (1664, 2048)]",347490,matmul_linear_3323,95.04769639999999,365495.39385112334
matmul,linear,"[(1536, 1664), (1664, 2048)]",379080,matmul_linear_3324,99.1018571,382415.5361291408
matmul,linear,"[(1664, 1664), (1664, 2048)]",410670,matmul_linear_3325,103.41457129999999,397010.3828382839
matmul,linear,"[(1792, 1664), (1664, 2048)]",442260,matmul_linear_3326,127.68660710000002,346263.6555505279
matmul,linear,"[(1920, 1664), (1664, 2048)]",473850,matmul_linear_3327,134.4067412,352449.2812112016
matmul,linear,"[(2048, 1664), (1664, 2048)]",505440,matmul_linear_3328,159.38258920000004,317023.7225703194
matmul,linear,"[(128, 1792), (1792, 128)]",7140,matmul_linear_3329,3.923616,181874.99449487412
matmul,linear,"[(256, 1792), (1792, 128)]",8932,matmul_linear_3330,5.040294600000001,177111.86376685204
matmul,linear,"[(384, 1792), (1792, 128)]",10724,matmul_linear_3331,6.2051693,172723.64882453732
matmul,linear,"[(512, 1792), (1792, 128)]",12516,matmul_linear_3332,7.298285700000001,171392.32730091666
matmul,linear,"[(640, 1792), (1792, 128)]",14308,matmul_linear_3333,8.3324106,171615.01366003256
matmul,linear,"[(768, 1792), (1792, 128)]",16100,matmul_linear_3334,9.381008999999999,171523.32964396477
matmul,linear,"[(896, 1792), (1792, 128)]",17892,matmul_linear_3335,10.345295,172848.18562447955
matmul,linear,"[(1024, 1792), (1792, 128)]",19684,matmul_linear_3336,11.274866,174483.0061306272
matmul,linear,"[(1152, 1792), (1792, 128)]",21476,matmul_linear_3337,12.3911428,173217.34729100208
matmul,linear,"[(1280, 1792), (1792, 128)]",23268,matmul_linear_3338,13.334116,174399.75686427206
matmul,linear,"[(1408, 1792), (1792, 128)]",25060,matmul_linear_3339,14.404116199999999,173878.0466364191
matmul,linear,"[(1536, 1792), (1792, 128)]",26852,matmul_linear_3340,15.3621428,174693.3237542877
matmul,linear,"[(1664, 1792), (1792, 128)]",28644,matmul_linear_3341,18.0315803,158754.62906431998
matmul,linear,"[(1792, 1792), (1792, 128)]",30436,matmul_linear_3342,19.0211253,159911.56356401267
matmul,linear,"[(1920, 1792), (1792, 128)]",32228,matmul_linear_3343,20.0641428,160524.85360700285
matmul,linear,"[(2048, 1792), (1792, 128)]",34020,matmul_linear_3344,21.0405805,161587.55420032257
matmul,linear,"[(128, 1792), (1792, 256)]",8932,matmul_linear_3345,4.732723200000001,188628.5527283742
matmul,linear,"[(256, 1792), (1792, 256)]",17864,matmul_linear_3346,7.2785803,245332.47808916803
matmul,linear,"[(384, 1792), (1792, 256)]",21448,matmul_linear_3347,9.259991000000001,231520.09552709069
matmul,linear,"[(512, 1792), (1792, 256)]",25032,matmul_linear_3348,11.2876875,221663.75807710833
matmul,linear,"[(640, 1792), (1792, 256)]",28616,matmul_linear_3349,13.2971427,215104.12802669252
matmul,linear,"[(768, 1792), (1792, 256)]",32200,matmul_linear_3350,15.2741343,210713.91172526224
matmul,linear,"[(896, 1792), (1792, 256)]",35784,matmul_linear_3351,18.965008800000003,188584.3311140462
matmul,linear,"[(1024, 1792), (1792, 256)]",39368,matmul_linear_3352,20.8952857,188306.1341166539
matmul,linear,"[(1152, 1792), (1792, 256)]",42952,matmul_linear_3353,22.888571600000002,187556.9702584673
matmul,linear,"[(1280, 1792), (1792, 256)]",46536,matmul_linear_3354,24.816732199999997,187418.64518246285
matmul,linear,"[(1408, 1792), (1792, 256)]",50120,matmul_linear_3355,26.8516787,186554.99673210375
matmul,linear,"[(1536, 1792), (1792, 256)]",53704,matmul_linear_3356,28.862303700000002,185969.6933904136
matmul,linear,"[(1664, 1792), (1792, 256)]",57288,matmul_linear_3357,30.673580199999996,186666.59074834705
matmul,linear,"[(1792, 1792), (1792, 256)]",60872,matmul_linear_3358,32.719866,185939.881703672
matmul,linear,"[(1920, 1792), (1792, 256)]",64456,matmul_linear_3359,36.2291698,177811.88800578035
matmul,linear,"[(2048, 1792), (1792, 256)]",68040,matmul_linear_3360,38.6034463,176153.69370195325
matmul,linear,"[(128, 1792), (1792, 384)]",10724,matmul_linear_3361,5.891446299999999,181926.61034184427
matmul,linear,"[(256, 1792), (1792, 384)]",21448,matmul_linear_3362,9.1678571,233847.80008078436
matmul,linear,"[(384, 1792), (1792, 384)]",32172,matmul_linear_3363,11.9035713,270171.83010194596
matmul,linear,"[(512, 1792), (1792, 384)]",37548,matmul_linear_3364,13.467267900000001,278709.3344456302
matmul,linear,"[(640, 1792), (1792, 384)]",42924,matmul_linear_3365,14.906875000000003,287847.67514988885
matmul,linear,"[(768, 1792), (1792, 384)]",48300,matmul_linear_3366,16.448152,293550.0100436815
matmul,linear,"[(896, 1792), (1792, 384)]",53676,matmul_linear_3367,17.006133799999997,315527.2944294959
matmul,linear,"[(1024, 1792), (1792, 384)]",59052,matmul_linear_3368,18.1458661,325329.49272616976
matmul,linear,"[(1152, 1792), (1792, 384)]",64428,matmul_linear_3369,19.6819641,327245.3791128499
matmul,linear,"[(1280, 1792), (1792, 384)]",69804,matmul_linear_3370,21.040848299999997,331654.68500478665
matmul,linear,"[(1408, 1792), (1792, 384)]",75180,matmul_linear_3371,22.5622946,333110.78965080087
matmul,linear,"[(1536, 1792), (1792, 384)]",80556,matmul_linear_3372,23.828973299999994,337959.0467991335
matmul,linear,"[(1664, 1792), (1792, 384)]",85932,matmul_linear_3373,25.2419912,340332.7309962773
matmul,linear,"[(1792, 1792), (1792, 384)]",91308,matmul_linear_3374,26.682169599999998,342106.05508781417
matmul,linear,"[(1920, 1792), (1792, 384)]",96684,matmul_linear_3375,28.0761341,344263.6494099806
matmul,linear,"[(2048, 1792), (1792, 384)]",102060,matmul_linear_3376,29.464419799999995,346283.8782259002
matmul,linear,"[(128, 1792), (1792, 512)]",12516,matmul_linear_3377,7.159545,174715.57836426757
matmul,linear,"[(256, 1792), (1792, 512)]",25032,matmul_linear_3378,11.034875099999999,226744.43433347065
matmul,linear,"[(384, 1792), (1792, 512)]",37548,matmul_linear_3379,12.889249900000001,291212.530141882
matmul,linear,"[(512, 1792), (1792, 512)]",50064,matmul_linear_3380,21.1106963,237049.9229042483
matmul,linear,"[(640, 1792), (1792, 512)]",57232,matmul_linear_3381,25.014277,228697.3384159774
matmul,linear,"[(768, 1792), (1792, 512)]",64400,matmul_linear_3382,29.0158479,221847.67570448975
matmul,linear,"[(896, 1792), (1792, 512)]",71568,matmul_linear_3383,32.9841426,216876.9906342813
matmul,linear,"[(1024, 1792), (1792, 512)]",78736,matmul_linear_3384,22.0175448,357505.7217787517
matmul,linear,"[(1152, 1792), (1792, 512)]",85904,matmul_linear_3385,29.909732299999995,287110.86213132046
matmul,linear,"[(1280, 1792), (1792, 512)]",93072,matmul_linear_3386,32.1939732,288997.5879920282
matmul,linear,"[(1408, 1792), (1792, 512)]",100240,matmul_linear_3387,34.5677322,289881.417988421
matmul,linear,"[(1536, 1792), (1792, 512)]",107408,matmul_linear_3388,36.8929911,291033.88965634716
matmul,linear,"[(1664, 1792), (1792, 512)]",114576,matmul_linear_3389,39.07400019999999,293128.2321071392
matmul,linear,"[(1792, 1792), (1792, 512)]",121744,matmul_linear_3390,41.1501429,295753.1645828136
matmul,linear,"[(1920, 1792), (1792, 512)]",128912,matmul_linear_3391,46.6628839,276162.3936322976
matmul,linear,"[(2048, 1792), (1792, 512)]",136080,matmul_linear_3392,49.2622855,276135.66105149547
matmul,linear,"[(128, 1792), (1792, 640)]",14308,matmul_linear_3393,8.5061338,168108.02889322056
matmul,linear,"[(256, 1792), (1792, 640)]",28616,matmul_linear_3394,13.277276999999998,215426.12030313144
matmul,linear,"[(384, 1792), (1792, 640)]",42924,matmul_linear_3395,15.271017699999998,280981.4632216686
matmul,linear,"[(512, 1792), (1792, 640)]",57232,matmul_linear_3396,24.581865999999998,232722.03230625374
matmul,linear,"[(640, 1792), (1792, 640)]",71540,matmul_linear_3397,21.0648304,339518.21026577073
matmul,linear,"[(768, 1792), (1792, 640)]",80500,matmul_linear_3398,23.1361339,347840.58656446484
matmul,linear,"[(896, 1792), (1792, 640)]",89460,matmul_linear_3399,25.249990999999998,354197.15598710516
matmul,linear,"[(1024, 1792), (1792, 640)]",98420,matmul_linear_3400,27.245178600000003,361138.226568278
matmul,linear,"[(1152, 1792), (1792, 640)]",107380,matmul_linear_3401,29.366143,365559.1878613408
matmul,linear,"[(1280, 1792), (1792, 640)]",116340,matmul_linear_3402,31.466125000000005,369630.9408133349
matmul,linear,"[(1408, 1792), (1792, 640)]",125300,matmul_linear_3403,33.5747142,373097.51779152895
matmul,linear,"[(1536, 1792), (1792, 640)]",134260,matmul_linear_3404,35.7195714,375772.3711897618
matmul,linear,"[(1664, 1792), (1792, 640)]",143220,matmul_linear_3405,37.657151799999994,380226.16157656413
matmul,linear,"[(1792, 1792), (1792, 640)]",152180,matmul_linear_3406,39.915883900000004,381151.7352271385
matmul,linear,"[(1920, 1792), (1792, 640)]",161140,matmul_linear_3407,41.893017900000004,384546.43531923724
matmul,linear,"[(2048, 1792), (1792, 640)]",170100,matmul_linear_3408,43.9457053,386968.5402334412
matmul,linear,"[(128, 1792), (1792, 768)]",16100,matmul_linear_3409,9.275000100000002,173484.90378884197
matmul,linear,"[(256, 1792), (1792, 768)]",32200,matmul_linear_3410,15.476437499999998,207958.2175322971
matmul,linear,"[(384, 1792), (1792, 768)]",48300,matmul_linear_3411,17.738750000000003,272185.25121555914
matmul,linear,"[(512, 1792), (1792, 768)]",64400,matmul_linear_3412,28.4599909,226182.57411002897
matmul,linear,"[(640, 1792), (1792, 768)]",80500,matmul_linear_3413,30.3667231,264992.8114136886
matmul,linear,"[(768, 1792), (1792, 768)]",96600,matmul_linear_3414,42.3898572,227784.70256984018
matmul,linear,"[(896, 1792), (1792, 768)]",107352,matmul_linear_3415,48.3927054,221735.08674015984
matmul,linear,"[(1024, 1792), (1792, 768)]",118104,matmul_linear_3416,54.2594374,217565.3604594875
matmul,linear,"[(1152, 1792), (1792, 768)]",128856,matmul_linear_3417,60.168276500000005,214059.3668550569
matmul,linear,"[(1280, 1792), (1792, 768)]",139608,matmul_linear_3418,38.8154555,359571.1624316762
matmul,linear,"[(1408, 1792), (1792, 768)]",150360,matmul_linear_3419,41.4095712,363004.4602557971
matmul,linear,"[(1536, 1792), (1792, 768)]",161112,matmul_linear_3420,44.057865899999996,365582.7145592634
matmul,linear,"[(1664, 1792), (1792, 768)]",171864,matmul_linear_3421,46.5462947,369132.39778310433
matmul,linear,"[(1792, 1792), (1792, 768)]",182616,matmul_linear_3422,49.220892799999994,370913.18080926815
matmul,linear,"[(1920, 1792), (1792, 768)]",193368,matmul_linear_3423,57.1454377,338278.71890164906
matmul,linear,"[(2048, 1792), (1792, 768)]",204120,matmul_linear_3424,59.99727670000001,340115.44181187806
matmul,linear,"[(128, 1792), (1792, 896)]",17892,matmul_linear_3425,10.7905534,165711.69970392808
matmul,linear,"[(256, 1792), (1792, 896)]",35784,matmul_linear_3426,17.39,205673.43300747557
matmul,linear,"[(384, 1792), (1792, 896)]",53676,matmul_linear_3427,19.855303499999998,270235.832438925
matmul,linear,"[(512, 1792), (1792, 896)]",71568,matmul_linear_3428,32.343026699999996,221177.99189554522
matmul,linear,"[(640, 1792), (1792, 896)]",89460,matmul_linear_3429,34.629285700000004,258236.25554684774
matmul,linear,"[(768, 1792), (1792, 896)]",107352,matmul_linear_3430,36.60796429999999,293147.66359652515
matmul,linear,"[(896, 1792), (1792, 896)]",125244,matmul_linear_3431,33.7333929,371176.02423887816
matmul,linear,"[(1024, 1792), (1792, 896)]",137788,matmul_linear_3432,36.438857199999994,378034.8005611988
matmul,linear,"[(1152, 1792), (1792, 896)]",150332,matmul_linear_3433,39.2920091,382501.96778789815
matmul,linear,"[(1280, 1792), (1792, 896)]",162876,matmul_linear_3434,42.071018200000005,387045.3722030431
matmul,linear,"[(1408, 1792), (1792, 896)]",175420,matmul_linear_3435,44.898732300000006,390601.45417001
matmul,linear,"[(1536, 1792), (1792, 896)]",187964,matmul_linear_3436,47.691839400000006,394021.9344121166
matmul,linear,"[(1664, 1792), (1792, 896)]",200508,matmul_linear_3437,50.5034198,396918.6589225785
matmul,linear,"[(1792, 1792), (1792, 896)]",213052,matmul_linear_3438,53.182714499999996,400503.8465749995
matmul,linear,"[(1920, 1792), (1792, 896)]",225596,matmul_linear_3439,55.9345714,403221.2275583826
matmul,linear,"[(2048, 1792), (1792, 896)]",238140,matmul_linear_3440,58.720259,405449.98233233276
matmul,linear,"[(128, 1792), (1792, 1024)]",19684,matmul_linear_3441,11.1274108,176796.49779084278
matmul,linear,"[(256, 1792), (1792, 1024)]",39368,matmul_linear_3442,20.455857,192353.4376633548
matmul,linear,"[(384, 1792), (1792, 1024)]",59052,matmul_linear_3443,24.0533032,245404.74215117365
